,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,track_name,artist(s)_name
314,0.24822695035460995,0.49315068493150677,0.48387096774193555,0.6144578313253013,0.021505376344086023,0.0,0.18181818181818182,0.016129032258064516,Bloody Mary,Lady Gaga
315,0.5460992907801417,0.35616438356164387,0.47311827956989244,0.6385542168674699,0.10752688172043012,0.0,0.41818181818181815,0.016129032258064516,ýýý98 Braves,Morgan Wallen
316,0.7872340425531915,0.6712328767123288,0.989247311827957,0.5903614457831325,0.2688172043010753,0.0,0.3272727272727272,0.08064516129032258,WANDA,Quevedo
317,0.5319148936170213,0.4109589041095891,0.5053763440860216,0.674698795180723,0.5268817204301076,0.0,0.19999999999999998,0.016129032258064516,Thought You Should Know,Morgan Wallen
318,0.2836879432624113,0.43835616438356156,0.38709677419354843,0.9156626506024098,0.010752688172043012,0.0,0.5272727272727272,0.06451612903225806,In The End,Linkin Park
319,0.4964539007092198,0.7945205479452055,1.0000000000000002,0.7590361445783134,0.8064516129032259,0.0,0.5818181818181818,0.016129032258064516,Zona De Perigo,Leo Santana
320,0.44680851063829785,0.8082191780821919,0.6129032258064517,0.5421686746987953,0.32258064516129037,0.0,0.16363636363636364,0.03225806451612903,Lovezinho,Treyce
321,0.25531914893617025,0.6986301369863015,0.41935483870967744,0.6626506024096386,0.12903225806451613,0.0,0.16363636363636364,0.08064516129032258,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat"
322,0.4042553191489362,0.8904109589041096,0.41935483870967744,0.4337349397590362,0.07526881720430108,0.0,0.19999999999999998,0.04838709677419355,Neverita,Bad Bunny
323,0.12765957446808507,0.4109589041095891,0.38709677419354843,0.2650602409638554,0.7849462365591399,0.0,0.14545454545454545,0.5,Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria"
324,0.08510638297872342,0.6712328767123288,0.5913978494623657,0.746987951807229,0.25806451612903225,0.0,0.709090909090909,0.4193548387096774,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane"
325,0.5319148936170213,0.7123287671232876,0.15053763440860218,0.13253012048192772,0.8387096774193549,0.0,0.14545454545454545,0.3870967741935484,Revenge,XXXTENTACION
326,0.7872340425531915,0.7123287671232876,0.41935483870967744,0.6144578313253013,0.16129032258064518,0.0,0.14545454545454545,0.4838709677419355,LA CANCIï¿½,"J Balvin, Bad Bunny"
327,0.23404255319148937,0.6849315068493151,0.903225806451613,0.5180722891566265,0.6021505376344086,0.0,0.03636363636363637,0.0,Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar"
